quote|author|category
The diversity of the phenomena of nature is so great, and the treasures hidden in the heavens so rich, precisely in order that the human mind shall never be lacking in fresh nourishment.|Johannes Kepler|['nature']
The divine right of husbands, like the divine right of kings, may, it is hoped, in this enlightened age, be contested without danger.|Mary Wollstonecraft|['age']
The doctor sees all the weakness of mankind the lawyer all the wickedness, the theologian all the stupidity.|Arthur Schopenhauer|['medical']
The doctors x-rayed my head and found nothing.|Dizzy Dean|['medical']
The doctrine of the Kingdom of Heaven, which was the main teaching of Jesus, is certainly one of the most revolutionary doctrines that ever stirred and changed human thought.|H. G. Wells|['teacher']
The doer alone learneth.|Friedrich Nietzsche|['alone', 'education']
The dog is the god of frolic.|Henry Ward Beecher|['god', 'pet']
The dog was created specially for children. He is a god of frolic.|Henry Ward Beecher|['god']
The dogmas of the quiet past are inadequate to the stormy present. The occasion is piled high with difficulty, and we must rise with the occasion. As our case is new, so we must think anew and act anew.|Abraham Lincoln|['history']
The doors of wisdom are never shut.|Benjamin Franklin|['wisdom']
The doorstep to the temple of wisdom is a knowledge of our own ignorance.|Benjamin Franklin|['knowledge', 'wisdom']
The doubt of an earnest, thoughtful, patient and laborious mind is worthy of respect. In such doubt may be found indeed more faith than in half the creeds.|John Lancaster Spalding|['faith']
The drama is complete poetry. The ode and the epic contain it only in germ it contains both of them in a state of high development, and epitomizes both.|Victor Hugo|['poetry']
The dreams which reveal the supernatural are promises and messages that God sends us directly: they are nothing but His angels, His ministering spirits , who usually appear to us when we are in a great predicament.|Paracelsus|['dreams']
The driver of a racing car is a component. When I first began, I used to grip the steering wheel firmly, and I changed gear so hard that I damaged my hand.|Juan Manuel Fangio|['car']
The dual scourge of hunger and malnutrition will be truly vanquished not only when granaries are full, but also when people's basic health needs are met and women are given their rightful role in societies.|Gro Harlem Brundtland|['health', 'women']
The dupe of friendship, and the fool of love have I not reason to hate and to despise myself? Indeed I do and chiefly for not having hated and despised the world enough.|William Hazlitt|['friendship']
The duty of comedy is to correct men by amusing them.|Moliere|['men']
The duty of government is to leave commerce to its own capital and credit as well as all other branches of business, protecting all in their legal pursuits, granting exclusive privileges to none.|Andrew Jackson|['business', 'government', 'legal']
The duty of man is the same in respect to his own nature as in respect to the nature of all other things, namely not to follow it but to amend it.|John Stuart Mill|['nature', 'respect']
The earth is supported by the power of truth it is the power of truth that makes the sun shine and the winds blow indeed all things rest upon truth.|Chanakya|['power', 'truth']
The earth is the Lord's fullness thereof: this is no longer a hollow dictum of religion, but a directive for economic action toward human brotherhood.|Lewis Mumford|['religion']
The earth was made so various, that the mind Of desultory man, studious of change, And pleased with novelty, might be indulged.|William Cowper|['change']
The earth we abuse and the living things we kill will, in the end, take their revenge for in exploiting their presence we are diminishing our future.|Marya Mannes|['future']
The education of a man is never completed until he dies.|Robert E. Lee|['education']
The education of women is the best way to save the environment.|E. O. Wilson|['best', 'education', 'women']
The educator must believe in the potential power of his pupil, and he must employ all his art in seeking to bring his pupil to experience this power.|Alfred Adler|['art', 'experience', 'power']
The effectiveness of work increases according to geometric progression if there are no interruptions.|Andre Maurois|['work']
The effects of human rights education can be dramatic in awakening people to the value and power of their own lives, as shown in the following stories.|Daisaku Ikeda|['education']
The emotional, sexual, and psychological stereotyping of females begins when the doctor says: It's a girl.|Shirley Chisholm|['equality']
The empires of the future are the empires of the mind.|Winston Churchill|['future']
The employer generally gets the employees he deserves.|J. Paul Getty|['leadership']
The enchanting charms of this sublime science reveal only to those who have the courage to go deeply into it.|Carl Friedrich Gauss|['courage', 'science']
The end of law is not to abolish or restrain, but to preserve and enlarge freedom. For in all the states of created beings capable of law, where there is no law, there is no freedom.|John Locke|['freedom']
The end of life is to be like God, and the soul following God will be like Him.|Socrates|['god', 'life']
The enemies of freedom do not argue they shout and they shoot.|William Ralph Inge|['freedom']
The enemy fought with savage fury, and met death with all its horrors, without shrinking or complaining: not one asked to be spared, but fought as long as they could stand or sit.|Davy Crockett|['death']
The enemy of art is the absence of limitations.|Orson Welles|['art']
The enemy of society is middle class and the enemy of life is middle age.|Orson Welles|['age', 'society']
The enemy of the conventional wisdom is not ideas but the march of events.|John Kenneth Galbraith|['wisdom']
The energy of the mind is the essence of life.|Aristotle|['life']
The enlightened ruler is heedful, and the good general full of caution.|Sun Tzu|['good']
The envious man grows lean at the success of his neighbor.|Horace|['success']
The environment is everything that isn't me.|Albert Einstein|['environmental']
The equation of religion with belief is rather recent.|Arnold J. Toynbee|['religion']
The essence of Government is power and power, lodged as it must be in human hands, will ever be liable to abuse.|James Madison|['government', 'power']
The essence of a free government consists in an effectual control of rivalries.|John Adams|['government']
The essence of a role-playing game is that it is a group, cooperative experience.|Gary Gygax|['experience']
The essence of all art is to have pleasure in giving pleasure.|Dale Carnegie|['art']
The essence of all beautiful art, all great art, is gratitude.|Friedrich Nietzsche|['art', 'great']
The essence of humanity's spiritual dilemma is that we evolved genetically to accept one truth and discovered another. Is there a way to erase the dilemma, to resolve the contradictions between the transcendentalist and the empiricist world views?|E. O. Wilson|['truth']
The essence of optimism is that it takes no account of the present, but it is a source of inspiration, of vitality and hope where others have resigned it enables a man to hold his head high, to claim the future for himself and not to abandon it to his enemy.|Dietrich Bonhoeffer|['future', 'hope']
The essence of philosophy is that a man should so live that his happiness shall depend as little as possible on external things.|Epictetus|['happiness']
The essence of romantic love is that wonderful beginning, after which sadness and impossibility may become the rule.|Anita Brookner|['romantic']
The essence of true friendship is to make allowance for another's little lapses.|David Storey|['friendship']
The essential act of war is destruction, not necessarily of human lives, but of the products of human labor.|George Orwell|['war']
The essential function of art is moral. But a passionate, implicit morality, not didactic. A morality which changes the blood, rather than the mind.|David Herbert Lawrence|['art']
The ever quickening advances of science made possible by the success of the Human Genome Project will also soon let us see the essences of mental disease. Only after we understand them at the genetic level can we rationally seek out appropriate therapies for such illnesses as schizophrenia and bipolar disease.|James D. Watson|['science', 'success']
The evil that is in the world almost always comes of ignorance, and good intentions may do as much harm as malevolence if they lack understanding.|Albert Camus|['good']
The evil that men do lives after them the good is oft interred with their bones.|William Shakespeare|['good', 'men']
The exact contrary of what is generally believed is often the truth.|Jean de la Bruyere|['truth']
The excellence of a gift lies in its appropriateness rather than in its value.|Charles Dudley Warner|['christmas']
The excellency of every art is its intensity, capable of making all disagreeable evaporate.|John Keats|['art']
The excursion is the same when you go looking for your sorrow as when you go looking for your joy.|Eudora Welty|['sad']
The executive has no right, in any case, to decide the question, whether there is or is not cause for declaring war.|James Madison|['war']
The exercise of power is determined by thousands of interactions between the world of the powerful and that of the powerless, all the more so because these worlds are never divided by a sharp line: everyone has a small part of himself in both.|Vaclav Havel|['leadership', 'power']
The expectations of life depend upon diligence the mechanic that would perfect his work must first sharpen his tools.|Confucius|['life', 'work']
The experience gathered from books, though often valuable, is but the nature of learning whereas the experience gained from actual life is one of the nature of wisdom.|Samuel Smiles|['experience', 'learning', 'wisdom']
The experience of learning how to get straight to the core of a problem proved to be of immense value later when I had a long succession of responsibilities in large, complex government departments.|Elliot Richardson|['learning']
The experience of life consists of the experience which the spirit has of itself in matter and as matter, in mind and as mind, in emotion, as emotion, etc.|Franz Kafka|['experience']
The expression of beauty is in direct ratio to the power of conception the artist has acquired.|Gustave Courbet|['beauty']
The extension of women's rights is the basic principle of all social progress.|Charles Fourier|['equality']
The extravagant expenditure of public money is an evil not to be measured by the value of that money to the people who are taxed for it.|Chester A. Arthur|['money']
The eye of the master will do more work than both his hands.|Benjamin Franklin|['work']
The eye sees what it brings the power to see.|Thomas Carlyle|['power']
The eye with which I see God is the same eye with which God sees me.|Meister Eckhart|['god']
The faces of most American women over thirty are relief maps of petulant and bewildered unhappiness.|F. Scott Fitzgerald|['women']
The facility of obtaining food is beneficial in two ways to the owners of capital, it at the same time raises profits and increases the amount of consumable commodities.|David Ricardo|['food']
The fact is that I find more most men are more open, more generous, and much more stimulating than the majority of females I know.|Marilyn Monroe|['men']
The fact is that all writers create their precursors. Their work modifies our conception of the past, just as it is bound to modify the future.|Jorge Luis Borges|['future']
The fact is that love is of two kinds, one which commands, and one which obeys. The two are quite distinct, and the passion to which the one gives rise is not the passion of the other.|Honore de Balzac|['love']
The fact is that more people have been slaughtered in the name of religion than for any other single reason. That, THAT my friends, is true perversion.|Harvey Milk|['religion']
The fact of the matter is that the most unexpected and miraculous thing in my life was the arrival in it of poetry itself - as a vocation and an elevation almost.|Seamus Heaney|['poetry']
The fact that I can plant a seed and it becomes a flower, share a bit of knowledge and it becomes another's, smile at someone and receive a smile in return, are to me continual spiritual exercises.|Leo Buscaglia|['inspirational', 'knowledge', 'smile']
The fact that political ideologies are tangible realities is not a proof of their vitally necessary character. The bubonic plague was an extraordinarily powerful social reality, but no one would have regarded it as vitally necessary.|Wilhelm Reich|['government']
The fact that the adult American Negro female emerges a formidable character is often met with amazement, distaste and even belligerance. It is seldom accepted as an inevitable outcome of the struggle won by survivors, and deserves respect if not enthusiastic acceptance.|Maya Angelou|['respect']
The fact that we are I don't know how many millions of people, yet communication, complete communication, is completely impossible between two of those people, is to me one of the biggest tragic themes in the world.|Georges Simenon|['communication']
The facts of life are that a child who has seen war cannot be compared with a child who doesn't know what war is except from television.|Sophia Loren|['war']
The failure of academic feminists to recognize difference as a crucial strength is a failure to reach beyond the first patriarchal lesson. In our world, divide and conquer must become define and empower.|Audre Lorde|['failure', 'strength']
The failure of the Russian Socialist Republic will be the defeat of the proletariat of the whole world.|Karl Liebknecht|['failure']
The fairest thing in nature, a flower, still has its roots in earth and manure.|David Herbert Lawrence|['nature']
The faith I was born into formed me.|Huston Smith|['faith']
The faith that stands on authority is not faith.|Ralph Waldo Emerson|['faith']
The fame that goes with wealth and beauty is fleeting and fragile intellectual superiority is a possession glorious and eternal.|Sallust|['beauty']
The family is the nucleus of civilization.|Will Durant|['family']
The family is the test of freedom because the family is the only thing that the free man makes for himself and by himself.|Gilbert K. Chesterton|['family', 'freedom']
The family you come from isn't as important as the family you're going to have.|Ring Lardner|['family']
The farther a society progresses, the more clearly the individual becomes the antithesis of the group.|Herbert Read|['society']
The fashions of the ages vary in this direction and that, but they vary for the most part from a central road which was struck out by the imagination of Greece.|Gilbert Murray|['imagination']
The fate of animals is of greater importance to me than the fear of appearing ridiculous it is indissolubly connected with the fate of men.|Emile Zola|['fear']
The faults of a superior person are like the sun and moon. They have their faults, and everyone sees them they change and everyone looks up to them.|Confucius|['change']
The fear of becoming a 'has-been' keeps some people from becoming anything.|Eric Hoffer|['fear']
The fear of burglars is not only the fear of being robbed, but also the fear of a sudden and unexpected clutch out of the darkness.|Elias Canetti|['fear']
The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.|Mark Twain|['death', 'fear', 'life', 'time']
The fear of death is the most unjustified of all fears, for there's no risk of accident for someone who's dead.|Albert Einstein|['death', 'fear']
The fear of death often proves mortal, and sets people on methods to save their Lives, which infallibly destroy them.|Joseph Addison|['death', 'fear']
The fear of failure is so great, it is no wonder that the desire to do right by one's children has led to a whole library of books offering advice on how to raise them.|Bruno Bettelheim|['failure']
The fear really hits you. That's what you feel first. And then it's the anger and frustration. Part of the problem is how little we understand about the ultimate betrayal of the body when it rebels against itself.|Charles Bronson|['anger', 'fear']
The federal government has sponsored research that has produced a tomato that is perfect in every respect, except that you can't eat it. We should make every effort to make sure this disease, often referred to as 'progress', doesn't spread.|Andy Rooney|['government', 'respect']
The feedback that I get from my association with Gomez is heartwarming. It is very difficult for me to take anything but a positive view of the Gomez phenomenon.|John Astin|['positive']
The feeling of friendship is like that of being comfortably filled with roast beef love, like being enlivened with champagne.|Samuel Johnson|['friendship']
The feeling remains that God is on the journey, too.|Saint Teresa of Avila|['god']
The fellow that has no money is poor. The fellow that has nothing but money is poorer still.|Billy Sunday|['money']
The fewer rules a coach has, the fewer rules there are for players to break.|John Madden|['sports']
The fickleness of the women I love is only equalled by the infernal constancy of the women who love me.|George Bernard Shaw|['love', 'women']
The fight for freedom must go on until it is won until our country is free and happy and peaceful as part of the community of man, we cannot rest.|Oliver Tambo|['freedom']
The fighter loses more than his pride in the fight he loses part of his future. He's a step closer to the slum he came from.|Floyd Patterson|['future']
The figure a poem makes. It begins in delight and ends in wisdom... in a clarification of life - not necessarily a great clarification, such as sects and cults are founded on, but in a momentary stay against confusion.|Robert Frost|['great', 'life', 'wisdom']
The filth and noise of the crowded streets soon destroy the elasticity of health which belongs to the country boy.|Rutherford B. Hayes|['health']
The final wisdom of life requires not the annulment of incongruity but the achievement of serenity within and above it.|Reinhold Niebuhr|['wisdom']
The finest clothing made is a person's own skin, but, of course, society demands something more than this.|Mark Twain|['society']
The finest workers in stone are not copper or steel tools, but the gentle touches of air and water working at their leisure with a liberal allowance of time.|Henry David Thoreau|['time']
The finest works of art are precious, among other reasons, because they make it possible for us to know, if only imperfectly and for a little while, what it actually feels like to think subtly and feel nobly.|Aldous Huxley|['art']
The finite is annihilated in the presence of the infinite, and becomes a pure nothing. So our spirit before God, so our justice before divine justice.|Blaise Pascal|['god']
The firmest friendship is based on an identity of likes and dislikes.|Sallust|['friendship']
The first and most important is to emphasize the enduring nature of the alliance relationship particularly with Europe which does share our values and interests even if it disagrees with us on specific policies.|Zbigniew Brzezinski|['relationship']
The first casualty when war comes is truth.|Hiram Johnson|['truth', 'war']
The first condition of education is being able to put someone to wholesome and meaningful work.|John Ruskin|['education', 'work']
The first duty of government is to see that people have food, fuel, and clothes. The second, that they have means of moral and intellectual education.|John Ruskin|['education', 'food', 'government']
The first duty of love is to listen.|Paul Tillich|['love']
The first duty of man is to conquer fear he must get rid of it, he cannot act till then.|Thomas Carlyle|['fear']
The first duty of society is to give each of its members the possibility of fulfilling his destiny. When it becomes incapable of performing this duty it must be transformed.|Alexis Carrel|['society']
The first essential in writing about anything is that the writer should have no experience of the matter.|Isadora Duncan|['experience']
The first feminine feature that goes, with advancing age, is the neck.|Gloria Swanson|['age']
The first guy who came up with the concept of religion was sitting out under a tree. I'm sure of that.|Tom T. Hall|['religion']
The first lesson of economics is scarcity: there is never enough of anything to fully satisfy all those who want it. The first lesson of politics is to disregard the first lesson of economics.|Thomas Sowell|['politics']
The first magic of love is our ignorance that it can ever end.|Benjamin Disraeli|['love']
The first man gets the oyster, the second man gets the shell.|Andrew Carnegie|['leadership']
The first method for estimating the intelligence of a ruler is to look at the men he has around him.|Niccolo Machiavelli|['intelligence', 'men']
The first mistake in public business is the going into it.|Benjamin Franklin|['business']
The first novel I wrote was a monster - clocking in at 180,000 words - but it died a death, a death it deserved. It was called 'The Gods First Make Mad.' It was a good title, but it was the only good thing about the book. I didn't let that put me off.|Wilbur Smith|['death']
The first one, obviously, was walking into my office at eight o'clock in the morning on Wednesday, and being told there was a telephone call saying that there was an incident at Three Mile Island, and that it had shut down and that beyond that we didn't know.|William Scranton|['morning']
The first pages of memory are like the old family Bible. The first leaves are wholly faded and somewhat soiled with handling. But, when we turn further, and come to the chapters where Adam and Eve were banished from Paradise, then, all begins to grow clear and legible.|Max Muller|['family']
The first panacea for a mismanaged nation is inflation of the currency the second is war. Both bring a temporary prosperity both bring a permanent ruin. But both are the refuge of political and economic opportunists.|Ernest Hemingway|['war']
The first point of wisdom is to discern that which is false the second, to know that which is true.|Lactantius|['wisdom']
The first pork-barrel bill that crosses my desk, I'm going to veto it and make the authors of those pork-barrel items famous all over America.|John McCain|['famous']
The first presentation of my show was given in May, 1883, at Omaha, which I had then chosen as my home. From there we made our first summer tour, visiting practically every important city in the country.|Buffalo Bill|['home']
The first problem for all of us, men and women, is not to learn, but to unlearn.|Gloria Steinem|['men', 'women']
The first question which the priest and the Levite asked was: 'If I stop to help this man, what will happen to me?' But... the good Samaritan reversed the question: 'If I do not stop to help this man, what will happen to him?'|Martin Luther King, Jr.|['good']
The first reaction to truth is hatred.|Tertullian|['truth']
The first recipe for happiness is: avoid too lengthy meditation on the past.|Andre Maurois|['happiness']
The first requisite for the happiness of the people is the abolition of religion.|Karl Marx|['happiness', 'religion']
The first requisite of a good citizen in this republic of ours is that he shall be able and willing to pull his own weight.|Theodore Roosevelt|['good']
The first requisite of a sound monetary system is that it put the least possible power over the quantity or quality of money in the hands of the politicians.|Henry Hazlitt|['money', 'power']
The first resistance to social change is to say it's not necessary.|Gloria Steinem|['change', 'politics']
The first rule of business is: Do other men for they would do you.|Charles Dickens|['business', 'men']
The first sign of corruption in a society that is still alive is that the end justifies the means.|Georges Bernanos|['society']
The first step in a person's salvation is knowledge of their sin.|Lucius Annaeus Seneca|['knowledge']
The first step toward change is awareness. The second step is acceptance.|Nathaniel Branden|['change']
The first symptom of love in a young man is timidity in a girl boldness.|Victor Hugo|['love']
The first test of a truly great man is his humility. By humility I don't mean doubt of his powers or hesitation in speaking his opinion, but merely an understanding of the relationship of what he can say and what he can do.|John Ruskin|['great', 'relationship']
The first thing is that we're being attacked by both the Writers Guild and the Producers Guild. Both of these groups are trying to diminish the importance and strength of the director. They're trying to do it through both frontal and side attacks.|John Frankenheimer|['strength']
The first thing which I can record concerning myself is, that I was born. These are wonderful words. This life, to which neither time nor eternity can bring diminution - this everlasting living soul, began. My mind loses itself in these depths.|Groucho Marx|['life', 'time']
The first time I sang in the church choir two hundred people changed their religion.|Fred Allen|['funny', 'religion', 'time']
The first time I see a jogger smiling, I'll consider it.|Joan Rivers|['fitness', 'time']
The first virtue in a soldier is endurance of fatigue courage is only the second virtue.|Napoleon Bonaparte|['courage']
The first wealth is health.|Ralph Waldo Emerson|['fitness', 'health']
The first-born in every family is always dreaming for an imaginary older brother or sister who will look out for them.|Bill Cosby|['family']
The five essential entrepreneurial skills for success are concentration, discrimination, organization, innovation and communication.|Michael Faraday|['communication', 'success']
The fleet sailed to its war base in the North Sea, headed not so much for some rendezvous with glory as for rendezvous with discretion.|Barbara Tuchman|['history']
The flesh endures the storms of the present alone the mind, those of the past and future as well as the present. Gluttony is a lust of the mind.|Thomas Hobbes|['alone', 'future']
The flesh, alas, is sad, and I have read all the books.|Stephane Mallarme|['sad']
The flood of money that gushes into politics today is a pollution of democracy.|Theodore White|['money', 'politics']
The flowers anew, returning seasons bring but beauty faded has no second spring.|Ambrose Philips|['beauty']
The flowery style is not unsuitable to public speeches or addresses, which amount only to compliment. The lighter beauties are in their place when there is nothing more solid to say but the flowery style ought to be banished from a pleading, a sermon, or a didactic work.|Voltaire|['work']
The folly of mistaking a paradox for a discovery, a metaphor for a proof, a torrent of verbiage for a spring of capital truths, and oneself for an oracle, is inborn in us.|Paul Valery|['science']
The food here is terrible, and the portions are too small.|Woody Allen|['food']
The food pyramid is very complicated. It doesn't give you as much info in a quick glance as the plate does.|Tom Vilsack|['food']
The foolish and the dead alone never change their opinions.|James Russell Lowell|['alone', 'change']
The force of the advertising word and image dwarfs the power of other literature in the 20th century.|Daniel J. Boorstin|['power']
The forgotten man... He works, he votes, generally he prays, but his chief business in life is to pay.|William Graham Sumner|['business']
The formula for achieving a successful relationship is simple: you should treat all disasters as if they were trivialities but never treat a triviality as if it were a disaster.|Quentin Crisp|['relationship']
The foundation of empire is art and science. Remove them or degrade them, and the empire is no more. Empire follows art and not vice versa as Englishmen suppose.|William Blake|['art', 'science']
The foundation of every state is the education of its youth.|Diogenes|['education']
The founders of a new colony, whatever Utopia of human virtue and happiness they might originally project, have invariably recognized it among their earliest practical necessities to allot a portion of the virgin soil as a cemetery, and another portion as the site of a prison.|Nathaniel Hawthorne|['happiness']
The four cornerstones of character on which the structure of this nation was built are: Initiative, Imagination, Individuality and Independence.|Eddie Rickenbacker|['imagination']
The fox has many tricks. The hedgehog has but one. But that is the best of all.|Ralph Waldo Emerson|['best']
The framers of our Constitution meant we were to have freedom of religion, not freedom from religion.|Billy Graham|['freedom', 'religion']
The freedom of all is essential to my freedom.|Mikhail Bakunin|['freedom']
The freedom of each individual can only be the freedom of all.|Friedrich Durrenmatt|['freedom']
The freethinking of one age is the common sense of the next.|Matthew Arnold|['age']
The friend in my adversity I shall always cherish most. I can better trust those who helped to relieve the gloom of my dark hours than those who are so ready to enjoy with me the sunshine of my prosperity.|Ulysses S. Grant|['friendship', 'trust']
The friend who can be silent with us in a moment of despair or confusion, who can stay with us in an hour of grief and bereavement, who can tolerate not knowing... not healing, not curing... that is a friend who cares.|Henri Nouwen|['friendship']
The friendship that can cease has never been real.|St. Jerome|['friendship']
The frightening thought that what you draw may become a building makes for reasoned lines.|Saul Steinberg|['architecture']
The function of education is to teach one to think intensively and to think critically. Intelligence plus character - that is the goal of true education.|Martin Luther King, Jr.|['education', 'intelligence']
The function of prayer is not to influence God, but rather to change the nature of the one who prays.|Soren Kierkegaard|['change', 'god', 'nature']
The function of the politician, therefore, is one of continuous watchfulness and activity, and he must have intimate knowledge of details if he would work out grand results.|John George Nicolay|['knowledge']
The function of wisdom is to discriminate between good and evil.|Marcus Tullius Cicero|['good', 'wisdom']
The functions of the family in a highly differentiated society are not to be interpreted as functions directly on behalf of the society, but on behalf of personality.|Talcott Parsons|['family', 'society']
The functions of these elders, therefore, determine the power of the people for a representative is one chosen by others to do in their name what they are entitled to do in their own persons or rather to exercise the powers which radically inhere in those for whom they act.|Charles Hodge|['power']
The fundament upon which all our knowledge and learning rests is the inexplicable.|Arthur Schopenhauer|['knowledge', 'learning']
The fundamental concept in social science is Power, in the same sense in which Energy is the fundamental concept in physics.|Bertrand Russell|['power', 'science']
The fundamental defect of fathers, in our competitive society, is that they want their children to be a credit to them.|Bertrand Russell|['dad', 'society']
The further a mathematical theory is developed, the more harmoniously and uniformly does its construction proceed, and unsuspected relations are disclosed between hitherto separated branches of the science.|David Hilbert|['science']
The future ain't what it used to be.|Yogi Berra|['future']
The future author is one who discovers that language, the exploration and manipulation of the resources of language, will serve him in winning through to his way.|Thornton Wilder|['future']
The future battle on the ground will be preceded by battle in the air. This will determine which of the contestants has to suffer operational and tactical disadvantages and be forced throughout the battle into adoption compromise solutions.|Erwin Rommel|['future']
The future belongs to those who believe in the beauty of their dreams.|Eleanor Roosevelt|['beauty', 'dreams', 'future']
The future belongs to those who prepare for it today.|Malcolm X|['future']
The future depends entirely on what each of us does every day a movement is only people moving.|Gloria Steinem|['future']
The future enters into us, in order to transform itself in us, long before it happens.|Rainer Maria Rilke|['future']
The future influences the present just as much as the past.|Friedrich Nietzsche|['future']
The future is called 'perhaps,' which is the only possible thing to call the future. And the important thing is not to allow that to scare you.|Tennessee Williams|['future']
The future is going to be boring. The suburbanisation of the planet will continue, and the suburbanisation of the soul will follow soon after.|J. G. Ballard|['future']
The future is hidden by a dark impenetrable veil, and yet we struggle to pierce through it.|Joseph Barber Lightfoot|['future']
The future is no more uncertain than the present.|Walt Whitman|['future']
The future is purchased by the present.|Samuel Johnson|['future']
The future is something which everyone reaches at the rate of 60 minutes an hour, whatever he does, whoever he is.|C. S. Lewis|['future', 'time']
The future is the worst thing about the present.|Gustave Flaubert|['future']
The future lies in designing and selling computers that people don't realize are computers at all.|Adam Osborne|['computers']
The future which we hold in trust for our own children will be shaped by our fairness to other people's children.|Marian Wright Edelman|['future', 'trust']
The future will be the child of the past and the present, even if a rebellious child.|George Crumb|['future']
The future, like everything else, is not what it used to be.|Paul Valery|['future']
The game of golf would lose a great deal if croquet mallets and billiard cues were allowed on the putting green.|Ernest Hemingway|['great', 'sports']
The game of history is usually played by the best and the worst over the heads of the majority in the middle.|Eric Hoffer|['best', 'history']
The general interest of the masses might take the place of the insight of genius if it were allowed freedom of action.|Denis Diderot|['freedom']
The general public has long been divided into two parts those who think science can do anything, and those who are afraid it will.|Dixie Lee Ray|['science']
The general tendency of things throughout the world is to render mediocrity the ascendant power among mankind.|John Stuart Mill|['power']
The general who advances without coveting fame and retreats without fearing disgrace, whose only thought is to protect his country and do good service for his sovereign, is the jewel of the kingdom.|Sun Tzu|['good']
The generality of men are naturally apt to be swayed by fear rather than reverence, and to refrain from evil rather because of the punishment that it brings than because of its own foulness.|Aristotle|['fear', 'men']
The genius of our ruling class is that it has kept a majority of the people from ever questioning the inequity of a system where most people drudge along, paying heavy taxes for which they get nothing in return.|Gore Vidal|['government']
The genius of the United States is not best or most in its executives or legislatures, nor in its ambassadors or authors or colleges, or churches, or parlors, nor even in its newspapers or inventors, but always most in the common people.|Walt Whitman|['best']
The gift of fantasy has meant more to me than my talent for absorbing positive knowledge.|Albert Einstein|['knowledge', 'positive']
The gifts of nature are infinite in their variety, and mind differs from mind almost as much as body from body.|Quintilian|['nature']
The giving of love is an education in itself.|Eleanor Roosevelt|['education', 'love']
The glory of Christianity is to conquer by forgiveness.|William Blake|['forgiveness', 'religion']
The glory of gardening: hands in the dirt, head in the sun, heart with nature. To nurture a garden is to feed not just on the body, but the soul.|Alfred Austin|['gardening', 'nature']
The glow of one warm thought is to me worth more than money.|Thomas Jefferson|['inspirational', 'money']
The goal of all life is death.|Sigmund Freud|['death']
The goal of life is to make your heartbeat match the beat of the universe, to match your nature with Nature.|Joseph Campbell|['life', 'nature']
The goal to strive for is a poor government but a rich people.|Andrew Johnson|['government']
The god whom science recognizes must be a God of universal laws exclusively, a God who does a wholesale, not a retail business. He cannot accommodate his processes to the convenience of individuals.|William James|['business', 'god', 'science']
The gods conceal from men the happiness of death, that they may endure life.|Lucan|['happiness']
The golden age is before us, not behind us.|William Shakespeare|['age']
The good die young but not always. The wicked prevail but not consistently. I am confused by life, and I feel safe within the confines of the theatre.|Helen Hayes|['good']
The good die young, because they see it's no use living if you have got to be good.|John Barrymore|['good']
The good ended happily, and the bad unhappily. That is what fiction means.|Oscar Wilde|['good']
The good fighters of old first put themselves beyond the possibility of defeat, and then waited for an opportunity of defeating the enemy.|Sun Tzu|['good']
The good is the beautiful.|Plato|['good']
The good life is one inspired by love and guided by knowledge.|Bertrand Russell|['good', 'knowledge', 'life', 'love']
The good man is he who rules himself as he does his own property: his autonomous being is modelled on material power.|Theodor Adorno|['power']
The good man is the friend of all living things.|Mahatma Gandhi|['good', 'nature']
The good opinion of mankind, like the lever of Archimedes, with the given fulcrum, moves the world.|Thomas Jefferson|['good']
The good parts of a book may be only something a writer is lucky enough to overhear or it may be the wreck of his whole damn life and one is as good as the other.|Ernest Hemingway|['good']
The good things of prosperity are to be wished but the good things that belong to adversity are to be admired.|Lucius Annaeus Seneca|['good']
The government I led gave ordinary people peace, security, dignity, and opportunity to progress.|Benazir Bhutto|['government', 'peace']
The government is us we are the government, you and I.|Theodore Roosevelt|['government']
The government of Israel doesn't like the kinds of things I say, which puts them into the same category as every other government in the world.|Noam Chomsky|['government']
The government of the United States is a device for maintaining in perpetuity the rights of the people, with the ultimate extinction of all privileged classes.|Calvin Coolidge|['government']
The government should set a goal for a clean environment but not mandate how that goal should be implemented.|Dixie Lee Ray|['environmental']
The government solution to a problem is usually as bad as the problem.|Milton Friedman|['government']
The government's War on Poverty has transformed poverty from a short-term misfortune into a career choice.|Harry Browne|['government', 'war']
The government, which was designed for the people, has got into the hands of the bosses and their employers, the special interests. An invisible empire has been set up above the forms of democracy.|Woodrow Wilson|['government']
The grand aim of all science is to cover the greatest number of empirical facts by logical deduction from the smallest number of hypotheses or axioms.|Albert Einstein|['science']
The gratification of desire is not happiness.|Daisaku Ikeda|['happiness']
The great act of faith is when a man decides he is not God.|Oliver Wendell Holmes, Jr.|['faith']
The great advantage about telling the truth is that nobody ever believes it.|Dorothy L. Sayers|['truth']
The great advantage of a hotel is that it is a refuge from home life.|George Bernard Shaw|['great', 'home', 'life']
The great aim of education is not knowledge but action.|Herbert Spencer|['education', 'knowledge']
The great and admirable strength of America consists in this, that America is truly the American people.|Jacques Maritain|['strength']
The great and important duty which is incumbent on Christians, is to guard against all appearance of evil to watch against the first risings in the heart to evil and to have a guard upon our actions, that they may not be sinful, or so much as seem to be so.|George Whitefield|['great']
